0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, JUMP-RIGHT, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, JUMP-RIGHT, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, JUMP-RIGHT, 0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 3, 0, 0, 0, 198, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 198, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 197, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 197, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 197, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 197, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 197, 20, foso
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, AVANZA, 0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 4, 0, 0, 0, 197, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, PARADO, 0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 199, PARADO, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 2, 0, 0, 0, 199, RETROCEDE, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 199, RETROCEDE, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, RETROCEDE, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, RETROCEDE, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-LEFT, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 5, 0, 0, 0, 197, 20, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 1, 0, 0, 196, 100, foso
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 80, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 0, 1, 196, 100, foso
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 80, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 0, 1, 196, 100, foso
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 80, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 0, 1, 196, 100, foso
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 0, 0, 80, 0, 0, 0, 2, 0, 0, 6, 0, 0, 1, 196, 20, enemigo
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 80, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 1, 196, 20, enemigo
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 80, 80, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 1, 196, 20, enemigo
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 2, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 80, 80, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 1, 196, 20, enemigo
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 3, 0, 0, 0, 198, JUMP-RIGHT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 7, 1, 0, 0, 196, 100, foso
