@RELATION P1HumanAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE mario_x NUMERIC
@ATTRIBUTE mario_y NUMERIC
@ATTRIBUTE marioStatus NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE isMarioOnGround {1, 0}
@ATTRIBUTE isMarioAbleToJump {1, 0}
@ATTRIBUTE isMarioAbleToShoot {1, 0}
@ATTRIBUTE isMarioCarrying {1, 0}
@ATTRIBUTE killsTotal NUMERIC
@ATTRIBUTE killsByFire NUMERIC
@ATTRIBUTE killsByStomp NUMERIC
@ATTRIBUTE killsByShell NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE distancePassedPhys NUMERIC
@ATTRIBUTE flowersDevoured NUMERIC
@ATTRIBUTE mushroomsDevoured NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE timeSpent NUMERIC
@ATTRIBUTE hiddenBlocksFound NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE bricks NUMERIC
@ATTRIBUTE enemys NUMERIC
@ATTRIBUTE coins_6 NUMERIC
@ATTRIBUTE enemys_6 NUMERIC
@ATTRIBUTE coins_12 NUMERIC
@ATTRIBUTE enemys_12 NUMERIC
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE enemys_24 NUMERIC
@ATTRIBUTE Action {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@data
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 198, 2, 32, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 198, 2, 32, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 198, 2, 32, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 198, 2, 32, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 198, 2, 32, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 197, 2, 32, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.0, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 197, 2, 32, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 32.6, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 197, 2, 32, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 33.733997, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 197, 2, 33, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, AVANZA
0, 0, 0, -60, -60, -60, -60, -60, -60, 35.343258, 175.0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 197, 2, 35, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, AVANZA
