0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 198, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 198, -1, AVANZA, peligro
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 197, -1, JUMP-RIGHT, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 197, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 2, 0, 0, 0, 0, 0, 0, 197, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 80, 2, 0, 0, 0, 0, 0, 0, 197, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 197, -1, AVANZA, peligro
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, -85, 2, 0, 0, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, -85, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, -85, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, -85, 2, 0, 0, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, 0, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 1, 0, 0, 196, -1, JUMP-RIGHT, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 0, 1, 0, 0, 196, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 196, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, -85, 0, -85, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -85, 0, -85, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -60, -85, -60, -85, -60, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, -85, 0, 0, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, -85, 0, 0, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, JUMP-RIGHT, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 0, 1, 0, 0, 195, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 2, 0, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 80, 0, 2, 4, 0, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 80, 2, 4, 0, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 80, 0, 0, 2, 6, 0, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 194, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 1, 0, 0, 0, 194, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 194, -1, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 194, -1, AVANZA, peligro
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 8, 0, 0, 0, 0, 0, 193, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 8, 0, 0, 0, 0, 0, 193, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 0, 0, 0, 0, 193, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 0, 0, 0, 0, 193, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 0, 0, 0, 0, 193, -1, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 193, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 193, -1, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 193, -1, AVANZA, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 2, 11, 0, 0, 1, 0, 0, 193, -1, AVANZA, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 2, 11, 0, 0, 1, 0, 0, 193, -1, AVANZA, peligro
2, -24, -24, -60, -60, -60, -60, -60, -60, 2, 14, 1, 0, 1, 0, 0, 193, 15, AVANZA, peligro
2, -24, -24, -60, -60, -60, -60, -60, -60, 2, 14, 1, 0, 1, 0, 1, 193, 15, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 0, 1, 0, 1, 193, 31, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 0, 1, 0, 2, 193, 31, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 0, 1, 0, 2, 193, 31, JUMP-RIGHT, peligro
0, 2, 2, 2, -24, 2, 0, 0, 0, 2, 15, 4, 0, 0, 0, 4, 192, 63, AVANZA, moneda
0, 2, 2, 2, -24, 2, 0, 0, 0, 2, 15, 4, 0, 0, 0, 4, 192, 63, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 2, 16, 6, 0, 0, 0, 6, 192, 95, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 2, 16, 6, 0, 0, 0, 6, 192, 95, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 2, 16, 6, 0, 0, 0, 6, 192, 95, AVANZA, moneda
0, 0, 2, -24, -60, -24, -60, 0, -60, 2, 11, 4, 0, 0, 0, 3, 192, 63, JUMP-RIGHT, no_danger
0, 0, 2, 0, -24, 2, -24, 2, 0, 2, 11, 4, 0, 0, 0, 4, 192, 63, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 11, 4, 0, 0, 0, 4, 192, 63, AVANZA, no_danger
0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 11, 4, 0, 0, 0, 4, 192, 63, AVANZA, no_danger
0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 15, 4, 0, 0, 0, 4, 192, 63, AVANZA, no_danger
0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 15, 4, 0, 0, 0, 4, 192, 63, AVANZA, no_danger
0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 15, 4, 0, 0, 0, 4, 192, 63, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 2, 13, 6, 0, 0, 0, 4, 192, 95, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, 0, 2, 14, 8, 0, 0, 0, 6, 192, 127, AVANZA, no_danger
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 12, 3, 0, 1, 0, 2, 192, 47, JUMP-RIGHT, peligro
0, 0, 0, 0, -60, 0, 0, 0, 0, 2, 16, 8, 0, 0, 0, 8, 191, 127, AVANZA, no_danger
0, 0, 0, -60, -60, 0, 0, 0, 0, 2, 16, 8, 0, 0, 0, 8, 191, 127, AVANZA, no_danger
0, 0, 0, -60, -60, 0, 0, 0, 0, 2, 16, 8, 0, 0, 0, 8, 191, 127, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 16, 8, 0, 0, 0, 7, 191, 127, AVANZA, no_danger
0, 0, 0, 0, 80, 0, -24, 2, -24, 2, 12, 8, 0, 0, 0, 6, 191, 127, AVANZA, no_danger
0, 0, 0, 0, 80, 0, -24, 2, -24, 2, 12, 8, 0, 0, 0, 6, 191, 127, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 2, 15, 8, 0, 0, 0, 5, 191, 127, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 2, 15, 8, 0, 0, 0, 4, 191, 137, AVANZA, no_danger
0, 0, 2, 0, -24, 2, -24, 2, -24, 2, 15, 8, 0, 0, 0, 4, 191, 137, AVANZA, no_danger
0, 0, 2, 0, -24, 2, -24, 2, -24, 2, 14, 8, 0, 0, 0, 4, 191, 137, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 8, 1, 0, 0, 8, 191, 127, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 8, 1, 0, 0, 8, 191, 127, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 8, 1, 0, 0, 7, 191, 127, AVANZA, peligro
0, 0, 0, 80, -60, -24, -60, -24, -60, 2, 12, 8, 0, 0, 1, 6, 191, 127, AVANZA, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 2, 15, 8, 0, 1, 0, 4, 191, 137, AVANZA, peligro
0, 2, 2, 2, -24, 2, -24, 2, 0, 2, 17, 8, 0, 0, 0, 4, 190, 137, AVANZA, moneda
0, 2, 2, 2, -24, 2, -24, 2, 0, 2, 18, 8, 0, 0, 0, 4, 190, 137, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 2, 18, 8, 0, 0, 0, 4, 190, 137, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 2, 18, 8, 0, 0, 0, 4, 190, 137, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 2, 18, 8, 0, 0, 0, 2, 190, 137, AVANZA, moneda
