@RELATION P1HumanAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE mario_x NUMERIC
@ATTRIBUTE mario_y NUMERIC
@ATTRIBUTE marioStatus NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE isMarioOnGround {1, 0}
@ATTRIBUTE isMarioAbleToJump {1, 0}
@ATTRIBUTE isMarioAbleToShoot {1, 0}
@ATTRIBUTE isMarioCarrying {1, 0}
@ATTRIBUTE killsTotal NUMERIC
@ATTRIBUTE killsByFire NUMERIC
@ATTRIBUTE killsByStomp NUMERIC
@ATTRIBUTE killsByShell NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE distancePassedPhys NUMERIC
@ATTRIBUTE flowersDevoured NUMERIC
@ATTRIBUTE mushroomsDevoured NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE timeSpent NUMERIC
@ATTRIBUTE hiddenBlocksFound NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE bricks NUMERIC
@ATTRIBUTE enemys NUMERIC
@ATTRIBUTE coins_6 NUMERIC
@ATTRIBUTE enemys_6 NUMERIC
@ATTRIBUTE coins_12 NUMERIC
@ATTRIBUTE enemys_12 NUMERIC
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE enemys_24 NUMERIC
@ATTRIBUTE Action {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@ATTRIBUTE prediccion_24 NUMERIC
@data
0, 0, 0, 0, -60, 0, -60, 0, -60, 35.343258, 196.4, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 198, 2, 35, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, JUMP-ADVANCE, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 37.3755, 185.0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 198, 2, 37, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 39.784195, 178.31, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 198, 2, 39, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 42.52793, 175.6235, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 198, 2, 42, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 45.56986, 176.33998, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 198, 2, 45, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 48.877174, 179.94899, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 197, 3, 48, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 52.420685, 186.01665, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 197, 3, 52, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, -60, 0, -60, 0, -60, 56.174408, 194.17415, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 197, 3, 56, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, 0, -60, 0, -60, 0, -60, 60.115223, 204.10803, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 197, 3, 60, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
0, 0, 0, -60, 0, -60, 0, -60, 0, 64.22255, 215.55183, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 197, 4, 64, 0, 0, 0, 2, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, PARADO, 0
